role,kind,title,year,runtime,genres,plot outline,rating,total votes,votes/rating,demographic,certificates,metascore,mpaa,color info,trivia,rentals
actor,tv series,Still Standing,2002,"[u'Argentina:30', u'30::(88 episodes)']","[u'Comedy', u'Family', u'Romance']",Bill and Judy are not your average parents; the kids are the responsible ones.,7.6,6394,"{1: 181, 2: 68, 3: 64, 4: 109, 5: 238, 6: 568, 7: 1161, 8: 1449, 9: 848, 10: 1708}","{u'aged 45+': (832, 7.7), u'imdb staff': (1, 1.0), u'aged 30-44': (2552, 7.5), u'females': (1521, 7.9), u'females aged 30-44': (619, 7.9), 'all votes': (6394, 7.6), u'females aged 45+': (220, 8.1), u'males': (3958, 7.5), u'males aged 18-29': (1338, 7.6), u'males under 18': (1, 10.0), u'aged 18-29': (1985, 7.7), u'males aged 30-44': (1913, 7.4), u'non-us users': (2123, 7.3), u'females aged 18-29': (640, 7.8), u'us users': (2739, 7.9), u'females under 18': (1, 10.0), u'aged under 18': (2, 10.0), u'top 1000 voters': (97, 6.0), u'males aged 45+': (604, 7.6)}","[u'Argentina:Atp', u'Australia:PG', u'USA:TV-PG']",,,[u'Color'],,
actor,tv series,Just Shoot Me!,1997,[u'30'],[u'Comedy'],Hot-tempered journalist Maya Gallo got herself fired from yet another job when she made an anchorwoman...,6.9,14571,"{1: 319, 2: 196, 3: 266, 4: 495, 5: 1120, 6: 2265, 7: 3957, 8: 2732, 9: 1332, 10: 1889}","{u'aged 45+': (2030, 6.9), u'imdb staff': (1, 5.0), u'aged 30-44': (6830, 6.8), u'females': (3534, 7.0), u'females aged 30-44': (1723, 6.9), 'all votes': (14571, 6.9), u'females aged 45+': (474, 6.9), u'males': (9087, 6.9), u'aged 18-29': (3463, 7.2), u'males under 18': (3, 8.3), u'males aged 18-29': (2220, 7.1), u'males aged 30-44': (5041, 6.8), u'non-us users': (6344, 6.9), u'females aged 18-29': (1222, 7.3), u'us users': (4566, 7.0), u'aged under 18': (3, 8.3), u'top 1000 voters': (214, 6.3), u'males aged 45+': (1541, 6.9)}","[u'Australia:PG', u'Singapore:PG']",,,[u'Color'],,
actor,tv movie,Shaka Zulu: The Citadel,2001,"[u'Germany:179', u'USA:179']",[u'Drama'],Shaka Zulu: The Last Great Warrior is the true story of the legendary African warrior and his struggle to unite his people against the largest empire in the world.,5.3,267,"{1: 31, 2: 24, 3: 24, 4: 19, 5: 49, 6: 35, 7: 23, 8: 15, 9: 14, 10: 33}","{u'aged 45+': (86, 4.7), u'aged 30-44': (90, 5.5), u'females': (36, 6.1), u'females aged 30-44': (17, 5.3), 'all votes': (267, 5.3), u'females aged 45+': (14, 6.0), u'males': (173, 5.0), u'males aged 18-29': (29, 5.5), u'aged 18-29': (34, 5.8), u'males aged 30-44': (70, 5.5), u'non-us users': (113, 5.3), u'females aged 18-29': (5, 7.8), u'us users': (83, 4.8), u'top 1000 voters': (17, 4.6), u'males aged 45+': (70, 4.4)}","[u'Germany:12', u'Netherlands:12', u'Singapore:NC-16', u'USA:R']",,Rated R for violence,[u'Color'],,
actor,movie,Layover,2001,"[u'Germany:95', u'USA:95']",[u'Thriller'],An airport affair becomes a man's 24-hour nightmare after he discovers the woman is the wife of a dangerous jewelry dealer whom he befriended on a previous flight.,4.7,389,"{1: 36, 2: 31, 3: 41, 4: 52, 5: 70, 6: 44, 7: 48, 8: 22, 9: 4, 10: 41}","{u'aged 45+': (85, 4.9), u'aged 30-44': (180, 4.6), u'females': (24, 4.6), u'females aged 30-44': (11, 3.8), 'all votes': (389, 4.7), u'females aged 45+': (11, 5.8), u'males': (280, 4.8), u'males aged 18-29': (40, 4.9), u'aged 18-29': (41, 4.9), u'males aged 30-44': (163, 4.7), u'non-us users': (218, 4.7), u'females aged 18-29': (1, 2.0), u'us users': (81, 4.9), u'top 1000 voters': (20, 4.3), u'males aged 45+': (73, 4.9)}","[u'Australia:MA', u'Germany:16', u'Iceland:16', u'Netherlands:16', u'USA:R']",,"Rated R for strong language, violence and a scene of sexuality",[u'Color'],,
actor,tv movie,Jekyll & Hyde: The Musical,2001,[u'135'],"[u'Horror', u'Musical']","Musical version of the Robert Louis Stevenson story about a doctor who conducts an experiment on himself that results in his bringing out the dark, murderous side of his inner self, ""Mr. Hyde"".",6.8,475,"{1: 26, 2: 21, 3: 16, 4: 27, 5: 25, 6: 63, 7: 85, 8: 56, 9: 42, 10: 114}","{u'aged 45+': (74, 6.9), u'aged 30-44': (166, 6.3), u'females': (125, 7.0), u'females aged 30-44': (54, 6.3), 'all votes': (475, 6.8), u'females aged 45+': (15, 7.0), u'males': (232, 6.7), u'aged 18-29': (114, 7.4), u'males under 18': (1, 7.0), u'males aged 18-29': (60, 7.2), u'males aged 30-44': (111, 6.3), u'non-us users': (119, 7.1), u'females aged 18-29': (53, 7.6), u'us users': (204, 6.5), u'aged under 18': (1, 7.0), u'top 1000 voters': (14, 6.5), u'males aged 45+': (57, 7.0)}","[u'Sweden:7::(folkets hus & parker)', u'USA:Unrated']",,,[u'Color'],,
actor,tv movie,One True Love,2000,[u'96'],"[u'Drama', u'Romance', u'Comedy']",A firefighter falls in love with a woman after he rescues her from a car crash.,6.1,317,"{1: 10, 2: 12, 3: 11, 4: 20, 5: 37, 6: 65, 7: 36, 8: 39, 9: 17, 10: 70}","{u'aged 45+': (100, 6.1), u'aged 30-44': (110, 5.8), u'females': (111, 6.7), u'females aged 30-44': (36, 6.1), 'all votes': (317, 6.1), u'females aged 45+': (55, 6.7), u'males': (127, 5.6), u'aged 18-29': (25, 6.4), u'males under 18': (1, 10.0), u'males aged 18-29': (7, 4.8), u'males aged 30-44': (73, 5.7), u'non-us users': (133, 5.5), u'females aged 18-29': (17, 7.3), u'us users': (93, 6.8), u'aged under 18': (1, 10.0), u'top 1000 voters': (22, 4.1), u'males aged 45+': (45, 5.7)}",[u'USA:Not Rated'],,,[u'Color'],,
actor,tv series,Baywatch,1989,[u'60::(241 episodes)'],"[u'Action', u'Drama']",A cadre of attractive lifeguards patrol a crowded recreational beach.,5.2,20721,"{1: 1815, 2: 1199, 3: 1559, 4: 2262, 5: 3717, 6: 3542, 7: 2485, 8: 1383, 9: 579, 10: 2180}","{u'aged 45+': (2124, 4.3), u'imdb staff': (2, 3.0), u'aged 30-44': (10570, 5.2), u'females': (4228, 5.1), u'females aged 30-44': (2200, 5.0), 'all votes': (20721, 5.2), u'females aged 45+': (442, 4.1), u'males': (13644, 5.2), u'aged 18-29': (4844, 5.6), u'males under 18': (8, 9.3), u'males aged 18-29': (3345, 5.6), u'males aged 30-44': (8261, 5.2), u'non-us users': (11916, 5.2), u'females aged 18-29': (1448, 5.5), u'us users': (3200, 4.8), u'aged under 18': (8, 9.3), u'top 1000 voters': (307, 4.5), u'males aged 45+': (1648, 4.4)}","[u'Argentina:13', u'Australia:PG::(some episodes)', u'Australia:M::(some episodes)', u'Canada:G::(Quebec)', u'Germany:12', u'Netherlands:6', u'New Zealand:M', u'Norway:11::(2008) (DVD rating)', u'USA:TV-PG']",,,[u'Color'],,
actor,tv series,The West Wing,1999,"[u'44', u'USA:60::(including commercials)']",[u'Drama'],Inside the lives of staffers in the West Wing of the White House.,8.8,49611,"{1: 1341, 2: 363, 3: 287, 4: 336, 5: 612, 6: 1137, 7: 2729, 8: 6387, 9: 12434, 10: 23985}","{u'aged 45+': (8600, 8.7), u'imdb staff': (17, 8.9), u'aged 30-44': (20927, 8.8), u'females': (9544, 8.8), u'females aged 30-44': (4545, 8.7), 'all votes': (49611, 8.8), u'females aged 45+': (2296, 8.9), u'males': (30496, 8.8), u'males aged 18-29': (6679, 8.8), u'males under 18': (50, 8.1), u'aged 18-29': (8986, 8.8), u'males aged 30-44': (16115, 8.8), u'non-us users': (19374, 8.7), u'females aged 18-29': (2210, 8.8), u'us users': (13575, 8.8), u'females under 18': (8, 9.7), u'aged under 18': (58, 8.2), u'top 1000 voters': (278, 7.2), u'males aged 45+': (6183, 8.7)}","[u'Argentina:13', u'Australia:PG::(DVD rating)', u'Australia:M::(some episodes)', u'Finland:K-12', u'New Zealand:PG::(season 1)', u'New Zealand:M::(season 2)', u'New Zealand:PG::(season 3)', u'New Zealand:M::(season 4)', u'New Zealand:PG::(season 5)', u'Singapore:PG', u'Singapore:NC-16::(season 7)', u'UK:12', u'USA:TV-14']",,,[u'Color'],,
actor,tv series,3rd Rock from the Sun,1996,"[u'25::(124 episodes)', u'60::(7 episodes)']","[u'Comedy', u'Family', u'Sci-Fi']","A group of aliens are sent to Earth, disguised as a human family, to experience and report life on the 3rd planet from the sun.",7.8,40467,"{1: 566, 2: 258, 3: 378, 4: 661, 5: 1422, 6: 3240, 7: 7320, 8: 10815, 9: 6893, 10: 8914}","{u'aged 45+': (4518, 7.7), u'imdb staff': (7, 5.7), u'aged 30-44': (19300, 7.7), u'females': (9686, 7.9), u'females aged 30-44': (4779, 7.9), 'all votes': (40467, 7.8), u'females aged 45+': (1065, 7.9), u'males': (25202, 7.7), u'males aged 18-29': (6660, 7.9), u'males under 18': (24, 8.3), u'aged 18-29': (10282, 7.9), u'males aged 30-44': (14342, 7.7), u'non-us users': (19913, 7.8), u'females aged 18-29': (3529, 8.0), u'us users': (9501, 7.8), u'females under 18': (7, 9.0), u'aged under 18': (31, 8.4), u'top 1000 voters': (363, 7.2), u'males aged 45+': (3392, 7.6)}","[u'Argentina:Atp', u'Australia:PG', u'Singapore:PG', u'UK:PG::(some episodes)', u'UK:12::(some episodes)', u'USA:TV-PG::(original rating)']",,,[u'Color'],,
actor,tv series,Action,1999,[u'30::(13 episodes)'],"[u'Comedy', u'Drama']","A series that centers on Peter Dragon (played by Jay Mohr), a Hollywood executive. His last, massively expensive, movie bombed and he needs a hit. Will ""Beverley Hills Gun Club"" be it?",8.4,1219,"{1: 38, 2: 3, 3: 8, 4: 10, 5: 35, 6: 40, 7: 109, 8: 241, 9: 320, 10: 415}","{u'aged 45+': (298, 8.6), u'aged 30-44': (621, 8.4), u'females': (135, 8.4), u'females aged 30-44': (75, 8.5), 'all votes': (1219, 8.4), u'females aged 45+': (46, 8.7), u'males': (873, 8.5), u'males aged 18-29': (75, 8.5), u'aged 18-29': (87, 8.3), u'males aged 30-44': (539, 8.4), u'non-us users': (456, 8.5), u'females aged 18-29': (11, 6.3), u'us users': (513, 8.4), u'top 1000 voters': (55, 7.0), u'males aged 45+': (247, 8.6)}","[u'da:14A::(Canadian Home Video rating)', u'USA:Not Rated::(DVD rating)']",,,[u'Color'],,
actor,movie,Legacy,1998,[u'USA:105'],[u'Action'],A dedicated war photographer joins a beautiful Eurasian girl on a dangerous quest for her legacy.,4.4,167,"{1: 23, 2: 12, 3: 20, 4: 24, 5: 18, 6: 16, 7: 11, 8: 8, 9: 7, 10: 28}","{u'aged 45+': (45, 4.7), u'aged 30-44': (67, 3.9), u'females': (17, 6.0), u'females aged 30-44': (11, 5.7), 'all votes': (167, 4.4), u'females aged 45+': (3, 7.7), u'males': (115, 4.2), u'males aged 18-29': (14, 5.2), u'aged 18-29': (17, 5.5), u'males aged 30-44': (55, 3.7), u'non-us users': (81, 4.1), u'females aged 18-29': (3, 10.0), u'us users': (47, 4.5), u'top 1000 voters': (11, 2.8), u'males aged 45+': (42, 4.7)}","[u'Philippines:PG-13', u'USA:R']",,Rated R for violence and some language,[u'Color'],,
actor,movie,Welcome to Hollywood,1998,[u'89'],[u'Comedy'],A film director (Adam Rifkin) decides to chart the course of a young actor (Tony Markes) as he tries to make it in Hollywood...,5.3,598,"{1: 56, 2: 25, 3: 37, 4: 49, 5: 66, 6: 120, 7: 83, 8: 45, 9: 28, 10: 89}","{u'aged 45+': (135, 5.0), u'aged 30-44': (257, 5.5), u'females': (88, 5.4), u'females aged 30-44': (45, 6.1), 'all votes': (598, 5.3), u'females aged 45+': (23, 4.3), u'males': (348, 5.3), u'males aged 18-29': (28, 4.4), u'aged 18-29': (48, 4.7), u'males aged 30-44': (210, 5.5), u'non-us users': (227, 5.2), u'females aged 18-29': (20, 5.4), u'us users': (201, 5.5), u'top 1000 voters': (42, 4.2), u'males aged 45+': (107, 5.3)}","[u'Australia:M', u'USA:R']",,Rated R for language,[u'Color'],,
actor,tv movie,Nick Fury: Agent of Shield,1998,"[u'120', u'90::(DVD version)']","[u'Action', u'Sci-Fi']",Marvel's hard-boiled hero is brought to TV. He is brought back to fight the menace of Hydra after exiling...,3.7,2196,"{1: 485, 2: 304, 3: 306, 4: 315, 5: 257, 6: 176, 7: 101, 8: 40, 9: 33, 10: 179}","{u'aged 45+': (370, 3.9), u'aged 30-44': (1005, 3.6), u'females': (98, 3.7), u'females aged 30-44': (40, 3.5), 'all votes': (2196, 3.7), u'females aged 45+': (30, 3.7), u'males': (1625, 3.7), u'aged 18-29': (327, 3.8), u'males under 18': (5, 3.6), u'males aged 18-29': (297, 3.8), u'males aged 30-44': (955, 3.6), u'non-us users': (957, 3.6), u'females aged 18-29': (27, 4.2), u'us users': (626, 3.8), u'aged under 18': (5, 3.6), u'top 1000 voters': (124, 3.5), u'males aged 45+': (336, 3.9)}","[u'Argentina:13', u'Netherlands:MG6', u'USA:TV-14']",,,[u'Color'],,
actor,video movie,Baywatch: White Thunder at Glacier Bay,1998,[u'107'],"[u'Action', u'Adventure']","In this wrap-up to the 1997-98 season of Baywatch, L.A. lifeguards Mitch, Cody, and Mitch's son Hobie...",5.2,178,"{1: 26, 2: 13, 3: 11, 4: 24, 5: 18, 6: 16, 7: 14, 8: 9, 9: 2, 10: 45}","{u'aged 45+': (18, 5.2), u'aged 30-44': (83, 4.6), u'females': (25, 5.7), u'females aged 30-44': (16, 5.4), 'all votes': (178, 5.2), u'females aged 45+': (4, 6.0), u'males': (106, 5.2), u'males aged 18-29': (23, 7.0), u'aged 18-29': (26, 6.8), u'males aged 30-44': (65, 4.5), u'non-us users': (79, 4.7), u'females aged 18-29': (3, 6.0), u'us users': (38, 5.4), u'top 1000 voters': (15, 4.9), u'males aged 45+': (14, 5.4)}",[u'USA:PG'],,"Rated PG for violence, and for some sensuality and language",[u'Color'],,
actor,tv movie,NightMan,1997,[u'USA:93'],[u'Sci-Fi'],Johnny Domino is a musician. While performing for some VIP's he is struck by a lightning bolt. He then thinks he hears things but no one it talking...,6.5,87,"{1: 9, 2: 3, 3: 3, 4: 9, 5: 12, 6: 8, 7: 6, 8: 5, 9: 5, 10: 27}","{u'males aged 30-44': (33, 5.6), u'females': (12, 9.7), u'females aged 30-44': (6, 10.0), 'all votes': (87, 6.5), u'females aged 45+': (5, 9.9), u'males': (56, 6.3), u'males aged 18-29': (11, 6.6), u'aged 18-29': (11, 6.6), u'aged 30-44': (39, 6.4), u'non-us users': (31, 5.9), u'aged 45+': (17, 8.1), u'us users': (34, 8.0), u'top 1000 voters': (8, 4.8), u'males aged 45+': (12, 7.5)}",,,,[u'Color'],,
actor,tv series,Night Man,1997,[u'45::(44 episodes)'],"[u'Action', u'Adventure', u'Drama', u'Sci-Fi']","After lightning strikes saxophonist Johnny Domino, he finds he is telepathically tuned to the frequency of evil...",6.4,462,"{1: 35, 2: 19, 3: 23, 4: 29, 5: 52, 6: 58, 7: 72, 8: 37, 9: 18, 10: 119}","{u'aged 45+': (78, 6.5), u'aged 30-44': (192, 5.9), u'females': (53, 7.8), u'females aged 30-44': (22, 7.3), 'all votes': (462, 6.4), u'females aged 45+': (14, 7.1), u'males': (344, 6.1), u'males aged 18-29': (100, 6.7), u'aged 18-29': (117, 7.0), u'males aged 30-44': (170, 5.7), u'non-us users': (184, 5.8), u'females aged 18-29': (16, 8.7), u'us users': (165, 6.9), u'top 1000 voters': (36, 4.9), u'males aged 45+': (64, 6.4)}",[u'Australia:PG'],,,[u'Color'],,
actor,tv series,Baywatch Nights,1995,[u'60::(44 episodes)'],"[u'Action', u'Drama']","In this Baywatch spin-off, Mitch Buchannon, the reliable Los Angeles lifeguard, moonlights as a private detective who investigates and solves crimes...",3.9,1041,"{1: 223, 2: 116, 3: 144, 4: 145, 5: 112, 6: 71, 7: 43, 8: 30, 9: 23, 10: 134}","{u'aged 45+': (139, 3.6), u'aged 30-44': (584, 3.6), u'females': (155, 4.3), u'females aged 30-44': (85, 4.0), 'all votes': (1041, 3.9), u'females aged 45+': (30, 4.4), u'males': (738, 3.7), u'males aged 18-29': (112, 4.9), u'aged 18-29': (150, 4.9), u'males aged 30-44': (496, 3.6), u'non-us users': (570, 3.6), u'females aged 18-29': (36, 4.8), u'us users': (220, 4.0), u'top 1000 voters': (64, 3.4), u'males aged 45+': (106, 3.4)}","[u'Australia:M', u'USA:TV-PG']",,,[u'Color'],,
actor,tv movie,Gridlock,1996,"[u'UK:87', u'USA:120::(including commercials)', u'USA:92::(DVD)']","[u'Action', u'Crime', u'Drama', u'Thriller']",New York. Some explosions destroy all the bridges connecting Manhattan with the rest of New York. The...,4.6,315,"{1: 40, 2: 27, 3: 31, 4: 46, 5: 46, 6: 42, 7: 28, 8: 16, 9: 2, 10: 37}","{u'aged 45+': (67, 4.7), u'aged 30-44': (128, 4.3), u'females': (18, 5.4), u'females aged 30-44': (7, 5.2), 'all votes': (315, 4.6), u'females aged 45+': (7, 5.1), u'males': (195, 4.5), u'males aged 18-29': (17, 5.1), u'aged 18-29': (20, 5.2), u'males aged 30-44': (115, 4.3), u'non-us users': (168, 4.4), u'females aged 18-29': (3, 7.0), u'us users': (36, 4.7), u'top 1000 voters': (28, 4.3), u'males aged 45+': (60, 4.7)}","[u'Iceland:12', u'UK:15', u'UK:15::(video premiere)']",,,[u'Color'],,
actor,video movie,Baywatch: Forbidden Paradise,1995,"[u'UK:94', u'USA:90']","[u'Action', u'Drama']","Baywatch lifeguards Mitch, C.J., Stephanie, Caroline, Matt and Logan travel to Ohau, Hawaii for a much...",5.0,437,"{1: 68, 2: 21, 3: 36, 4: 46, 5: 63, 6: 33, 7: 27, 8: 23, 9: 11, 10: 109}","{u'aged 45+': (43, 4.8), u'aged 30-44': (163, 4.6), u'females': (46, 6.2), u'females aged 30-44': (23, 6.3), 'all votes': (437, 5.0), u'females aged 45+': (7, 2.7), u'males': (224, 4.7), u'males aged 18-29': (46, 5.5), u'aged 18-29': (59, 5.9), u'males aged 30-44': (138, 4.3), u'non-us users': (162, 4.7), u'females aged 18-29': (13, 7.2), u'us users': (74, 4.9), u'top 1000 voters': (33, 4.1), u'males aged 45+': (36, 5.1)}","[u'Australia:PG', u'USA:PG']",,"Rated PG for sensuality, mild action and language",[u'Color'],,
actor,tv movie,Avalanche,1994,[u'110'],[u'Thriller'],"Duncan is a murderous thief. When he jumps out of his plane, it crashes into the Rockies and produces an avalanche...",4.5,523,"{1: 41, 2: 39, 3: 56, 4: 101, 5: 124, 6: 61, 7: 40, 8: 27, 9: 4, 10: 30}","{u'aged 45+': (81, 4.8), u'aged 30-44': (255, 4.3), u'females': (36, 5.1), u'females aged 30-44': (21, 4.9), 'all votes': (523, 4.5), u'females aged 45+': (7, 5.5), u'males': (369, 4.4), u'aged 18-29': (64, 4.9), u'males under 18': (1, 1.0), u'males aged 18-29': (56, 4.9), u'males aged 30-44': (233, 4.2), u'non-us users': (339, 4.4), u'females aged 18-29': (8, 5.5), u'us users': (57, 5.1), u'aged under 18': (1, 1.0), u'top 1000 voters': (36, 4.2), u'males aged 45+': (73, 4.7)}","[u'Iceland:16', u'UK:12']",,,[u'Color'],,
actor,tv movie,The Bulkin Trail,1992,[u'25'],"[u'Short', u'Comedy']",The Bulkin Trail is a 1992 Christmas Classic starring DAVID HASSELHOFF. The film centers around a young man by the name of Dimitri...,5.2,11,"{1: 3, 2: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 1, 9: 1, 10: 2}","{u'aged 45+': (5, 4.9), u'aged 30-44': (4, 7.2), u'females': (2, 5.5), u'females aged 30-44': (1, 10.0), 'all votes': (11, 5.2), u'males': (9, 6.0), u'males aged 18-29': (1, 1.0), u'aged 18-29': (2, 1.0), u'males aged 30-44': (3, 6.3), u'non-us users': (4, 6.0), u'females aged 18-29': (1, 1.0), u'us users': (5, 3.6), u'top 1000 voters': (1, 1.0), u'males aged 45+': (5, 4.9)}",,,,[u'Color'],,
actor,tv movie,Ring of the Musketeers,1992,[u'86'],"[u'Action', u'Adventure', u'Comedy']","Modern-day ""Musketeers"" attempt to live the lives of protectors of the innocent. While the biking trio rescues kidnapped children...",3.3,260,"{1: 75, 2: 38, 3: 39, 4: 40, 5: 16, 6: 11, 7: 9, 8: 9, 9: 4, 10: 19}","{u'aged 45+': (74, 3.4), u'aged 30-44': (121, 3.3), u'females': (28, 3.1), u'females aged 30-44': (13, 3.1), 'all votes': (260, 3.3), u'females aged 45+': (12, 3.7), u'males': (180, 3.5), u'males aged 18-29': (9, 5.3), u'aged 18-29': (12, 4.4), u'males aged 30-44': (107, 3.3), u'non-us users': (118, 3.2), u'females aged 18-29': (3, 1.7), u'us users': (79, 3.7), u'top 1000 voters': (41, 3.2), u'males aged 45+': (60, 3.5)}","[u'Iceland:12', u'USA:PG-13::(certificate #33203)']",,,[u'Color'],,
actor,tv movie,Knight Rider 2000,1991,[u'91'],"[u'Action', u'Sci-Fi']","In the future, guns are banned and criminals are frozen for the duration of their sentences. A recent...",4.7,2148,"{1: 188, 2: 178, 3: 247, 4: 322, 5: 362, 6: 286, 7: 155, 8: 93, 9: 69, 10: 248}","{u'aged 45+': (212, 4.7), u'aged 30-44': (1182, 4.5), u'females': (95, 5.2), u'females aged 30-44': (55, 5.0), 'all votes': (2148, 4.7), u'females aged 45+': (23, 5.0), u'males': (1543, 4.6), u'aged 18-29': (230, 5.2), u'males under 18': (1, 6.0), u'males aged 18-29': (213, 5.1), u'males aged 30-44': (1113, 4.5), u'non-us users': (1155, 4.5), u'females aged 18-29': (16, 5.8), u'us users': (354, 5.1), u'aged under 18': (1, 6.0), u'top 1000 voters': (81, 4.4), u'males aged 45+': (185, 4.6)}","[u'Germany:12', u'Iceland:12', u'Netherlands:6', u'Netherlands:6::(DVD rating)', u'Singapore:PG']",,,[u'Color'],,
actor,movie,The Final Alliance,1990,"[u'94', u'USA:90']","[u'Action', u'Drama']",A drifter and his pet Puma stands up against a motorcycle gang in a small American town.,3.9,164,"{1: 27, 2: 27, 3: 21, 4: 27, 5: 14, 6: 12, 7: 12, 8: 3, 9: 2, 10: 19}","{u'males aged 30-44': (84, 4.1), u'females': (9, 3.3), u'females aged 30-44': (4, 4.0), 'all votes': (164, 3.9), u'females aged 45+': (5, 2.5), u'males': (129, 4.0), u'males aged 18-29': (8, 5.1), u'aged 18-29': (9, 4.8), u'aged 30-44': (89, 4.1), u'non-us users': (100, 3.8), u'aged 45+': (41, 3.3), u'us users': (29, 3.9), u'top 1000 voters': (22, 3.7), u'males aged 45+': (36, 3.4)}","[u'Iceland:16', u'USA:R', u'West Germany:16::(cut version)']",,,[u'Color'],,
actor,video movie,"W.B., Blue and the Bean",1989,"[u'87', u'Germany:90']","[u'Action', u'Comedy', u'Crime', u'Thriller']",A trio of hapless bounty hunters are recruited by a shady bail bondsman to try to keep a witness in drug trial alive to testify.,4.7,379,"{1: 46, 2: 25, 3: 50, 4: 60, 5: 47, 6: 32, 7: 29, 8: 25, 9: 9, 10: 56}","{u'aged 45+': (111, 4.4), u'aged 30-44': (166, 4.8), u'females': (15, 4.6), u'females aged 30-44': (8, 5.2), 'all votes': (379, 4.7), u'females aged 45+': (6, 4.1), u'males': (287, 4.7), u'males aged 18-29': (21, 5.4), u'aged 18-29': (23, 5.4), u'males aged 30-44': (156, 4.9), u'non-us users': (155, 4.8), u'females aged 18-29': (1, 10.0), u'us users': (137, 4.5), u'top 1000 voters': (50, 4.5), u'males aged 45+': (105, 4.4)}","[u'Iceland:12', u'UK:15', u'USA:R', u'West Germany:12::(f) (cut)']",,,[u'Color'],,
actor,tv movie,Fire and Rain,1989,[u'USA:89'],[u'Drama'],"This movie is based on the actual events on the tragic day of August 2nd, 1985. Delta Airlines flight 191 en route to Los Angeles via Dallas-Ft...",5.9,92,"{1: 6, 2: 3, 3: 1, 4: 17, 5: 14, 6: 13, 7: 17, 8: 7, 9: 4, 10: 10}","{u'aged 45+': (43, 5.4), u'aged 30-44': (21, 6.6), u'females': (9, 4.4), u'females aged 30-44': (2, 6.5), 'all votes': (92, 5.9), u'females aged 45+': (5, 4.8), u'males': (61, 5.8), u'males aged 18-29': (2, 4.5), u'aged 18-29': (4, 4.2), u'males aged 30-44': (19, 6.6), u'non-us users': (42, 5.4), u'females aged 18-29': (2, 4.0), u'us users': (24, 6.1), u'top 1000 voters': (16, 5.1), u'males aged 45+': (37, 5.5)}","[u'Iceland:12', u'UK:15', u'West Germany:16']",,,[u'Color'],,
actor,tv movie,Panic at Malibu Pier,1989,[u'95'],"[u'Action', u'Drama']","Pilot of the popular syndicated series introduces a close-knit group of lifeguards at Baywatch, a Los Angeles beach...",5.9,315,"{1: 25, 2: 6, 3: 19, 4: 29, 5: 60, 6: 50, 7: 28, 8: 21, 9: 22, 10: 55}","{u'aged 45+': (50, 5.4), u'aged 30-44': (129, 5.9), u'females': (31, 6.5), u'females aged 30-44': (16, 6.4), 'all votes': (315, 5.9), u'females aged 45+': (5, 5.9), u'males': (175, 5.8), u'males aged 18-29': (17, 6.5), u'aged 18-29': (25, 6.6), u'males aged 30-44': (112, 5.8), u'non-us users': (140, 5.8), u'females aged 18-29': (8, 6.8), u'us users': (45, 5.9), u'top 1000 voters': (44, 5.2), u'males aged 45+': (45, 5.4)}",,,,[u'Color'],,
actor,movie,La casa 4 (Witchcraft),1988,"[u'95', u'USA:96::(uncut version)']",[u'Horror'],When a storm strands a group on a Massachusetts island where the only dwelling is an old hotel supposedly...,4.0,1309,"{1: 207, 2: 166, 3: 164, 4: 234, 5: 176, 6: 124, 7: 73, 8: 43, 9: 9, 10: 113}","{u'aged 45+': (270, 3.7), u'aged 30-44': (628, 4.1), u'females': (117, 3.8), u'females aged 30-44': (54, 4.1), 'all votes': (1309, 4.0), u'females aged 45+': (26, 3.6), u'males': (947, 4.0), u'aged 18-29': (158, 3.9), u'males under 18': (1, 5.0), u'males aged 18-29': (121, 4.0), u'males aged 30-44': (570, 4.1), u'non-us users': (626, 3.9), u'females aged 18-29': (36, 3.4), u'us users': (381, 4.0), u'aged under 18': (1, 5.0), u'top 1000 voters': (102, 4.0), u'males aged 45+': (238, 3.7)}","[u'Australia:R', u'Finland:K-18', u'France:12', u'Germany:16::(re-rating) (2016) (uncut)', u'Hong Kong:III', u'Italy:T', u'Netherlands:16::(video rating) (1988)', u'UK:18', u'USA:R', u'West Germany:18::(original rating) (cut)']",,,[u'Color'],,
actor,tv movie,Perry Mason: The Case of the Lady in the Lake,1988,[u'95'],"[u'Crime', u'Drama', u'Mystery']","A tennis player is accused to having killed his wife, a rich heiress. The facts are against him as he was seen in the arms of his former girlfriend in the night before the murder. This is a case for Perry Mason.",6.7,276,"{1: 3, 2: 6, 3: 6, 4: 11, 5: 54, 6: 45, 7: 63, 8: 28, 9: 20, 10: 40}","{u'aged 45+': (138, 6.8), u'aged 30-44': (65, 6.8), u'females': (62, 7.5), u'females aged 30-44': (21, 7.0), 'all votes': (276, 6.7), u'females aged 45+': (35, 7.7), u'males': (148, 6.6), u'males aged 18-29': (1, 8.0), u'aged 18-29': (4, 7.5), u'males aged 30-44': (43, 6.7), u'non-us users': (79, 6.3), u'females aged 18-29': (3, 7.3), u'us users': (115, 7.0), u'top 1000 voters': (42, 6.3), u'males aged 45+': (102, 6.5)}",[u'UK:PG'],,,[u'Color'],,
